"msa","name_msa","fipstate","fipscty","name_county"
"34380","Mount Pleasant, MI Micro Area","26","073","Isabella County, Michigan"
"34420","Mount Pleasant, TX Micro Area","48","449","Titus County, Texas"
"34460","Mount Sterling, KY Micro Area","21","011","Bath County, Kentucky"
"34460","Mount Sterling, KY Micro Area","21","165","Menifee County, Kentucky"
"34460","Mount Sterling, KY Micro Area","21","173","Montgomery County, Kentucky"
"34500","Mount Vernon, IL Micro Area","17","081","Jefferson County, Illinois"
"34540","Mount Vernon, OH Micro Area","39","083","Knox County, Ohio"
"34580","Mount Vernon-Anacortes, WA Metro Area","53","057","Skagit County, Washington"
"34620","Muncie, IN Metro Area","18","035","Delaware County, Indiana"
"34660","Murray, KY Micro Area","21","035","Calloway County, Kentucky"
"34700","Muscatine, IA Micro Area","19","139","Muscatine County, Iowa"
"34740","Muskegon, MI Metro Area","26","121","Muskegon County, Michigan"
"34780","Muskogee, OK Micro Area","40","101","Muskogee County, Oklahoma"
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","37","019","Brunswick County, North Carolina"
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","45","051","Horry County, South Carolina"
"34860","Nacogdoches, TX Micro Area","48","347","Nacogdoches County, Texas"
"34900","Napa, CA Metro Area","06","055","Napa County, California"
"34940","Naples-Immokalee-Marco Island, FL Metro Area","12","021","Collier County, Florida"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","015","Cannon County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","021","Cheatham County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","037","Davidson County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","043","Dickson County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","081","Hickman County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","111","Macon County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","119","Maury County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","147","Robertson County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","149","Rutherford County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","159","Smith County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","165","Sumner County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","169","Trousdale County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","187","Williamson County, Tennessee"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","47","189","Wilson County, Tennessee"
"35020","Natchez, MS-LA Micro Area","22","029","Concordia Parish, Louisiana"
"35020","Natchez, MS-LA Micro Area","28","001","Adams County, Mississippi"
"35060","Natchitoches, LA Micro Area","22","069","Natchitoches Parish, Louisiana"
"35100","New Bern, NC Metro Area","37","049","Craven County, North Carolina"
"35100","New Bern, NC Metro Area","37","103","Jones County, North Carolina"
"35100","New Bern, NC Metro Area","37","137","Pamlico County, North Carolina"
"35140","Newberry, SC Micro Area","45","071","Newberry County, South Carolina"
"35220","New Castle, IN Micro Area","18","065","Henry County, Indiana"
"35260","New Castle, PA Micro Area","42","073","Lawrence County, Pennsylvania"
"35300","New Haven-Milford, CT Metro Area","09","009","New Haven County, Connecticut"
"35380","New Orleans-Metairie, LA Metro Area","22","051","Jefferson Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","071","Orleans Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","075","Plaquemines Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","087","St. Bernard Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","089","St. Charles Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","093","St. James Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","095","St. John the Baptist Parish, Louisiana"
"35380","New Orleans-Metairie, LA Metro Area","22","103","St. Tammany Parish, Louisiana"
"35420","New Philadelphia-Dover, OH Micro Area","39","157","Tuscarawas County, Ohio"
"35440","Newport, OR Micro Area","41","041","Lincoln County, Oregon"
"35460","Newport, TN Micro Area","47","029","Cocke County, Tennessee"
"35500","Newton, IA Micro Area","19","099","Jasper County, Iowa"
"35580","New Ulm, MN Micro Area","27","015","Brown County, Minnesota"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","003","Bergen County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","013","Essex County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","017","Hudson County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","019","Hunterdon County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","023","Middlesex County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","025","Monmouth County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","027","Morris County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","029","Ocean County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","031","Passaic County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","035","Somerset County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","037","Sussex County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","34","039","Union County, New Jersey"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","005","Bronx County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","027","Dutchess County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","047","Kings County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","059","Nassau County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","061","New York County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","071","Orange County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","079","Putnam County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","081","Queens County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","085","Richmond County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","087","Rockland County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","103","Suffolk County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","36","119","Westchester County, New York"
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","42","103","Pike County, Pennsylvania"
"35660","Niles-Benton Harbor, MI Metro Area","26","021","Berrien County, Michigan"
"35700","Nogales, AZ Micro Area","04","023","Santa Cruz County, Arizona"
"35740","Norfolk, NE Micro Area","31","119","Madison County, Nebraska"
"35740","Norfolk, NE Micro Area","31","139","Pierce County, Nebraska"
"35740","Norfolk, NE Micro Area","31","167","Stanton County, Nebraska"
"35820","North Platte, NE Micro Area","31","111","Lincoln County, Nebraska"
"35820","North Platte, NE Micro Area","31","113","Logan County, Nebraska"
"35820","North Platte, NE Micro Area","31","117","McPherson County, Nebraska"
"35840","North Port-Sarasota-Bradenton, FL Metro Area","12","081","Manatee County, Florida"
"35840","North Port-Sarasota-Bradenton, FL Metro Area","12","115","Sarasota County, Florida"
"35860","North Vernon, IN Micro Area","18","079","Jennings County, Indiana"
"35900","North Wilkesboro, NC Micro Area","37","193","Wilkes County, North Carolina"
"35940","Norwalk, OH Micro Area","39","077","Huron County, Ohio"
"35980","Norwich-New London, CT Metro Area","09","011","New London County, Connecticut"
"36020","Oak Harbor, WA Micro Area","53","029","Island County, Washington"
"36100","Ocala, FL Metro Area","12","083","Marion County, Florida"
"36140","Ocean City, NJ Metro Area","34","009","Cape May County, New Jersey"
"36220","Odessa, TX Metro Area","48","135","Ector County, Texas"
"36260","Ogden-Clearfield, UT Metro Area","49","003","Box Elder County, Utah"
"36260","Ogden-Clearfield, UT Metro Area","49","011","Davis County, Utah"
"36260","Ogden-Clearfield, UT Metro Area","49","029","Morgan County, Utah"
"36260","Ogden-Clearfield, UT Metro Area","49","057","Weber County, Utah"
"36300","Ogdensburg-Massena, NY Micro Area","36","089","St. Lawrence County, New York"
"36340","Oil City, PA Micro Area","42","121","Venango County, Pennsylvania"
"36380","Okeechobee, FL Micro Area","12","093","Okeechobee County, Florida"
"36420","Oklahoma City, OK Metro Area","40","017","Canadian County, Oklahoma"
"36420","Oklahoma City, OK Metro Area","40","027","Cleveland County, Oklahoma"
"36420","Oklahoma City, OK Metro Area","40","051","Grady County, Oklahoma"
"36420","Oklahoma City, OK Metro Area","40","081","Lincoln County, Oklahoma"
"36420","Oklahoma City, OK Metro Area","40","083","Logan County, Oklahoma"
"36420","Oklahoma City, OK Metro Area","40","087","McClain County, Oklahoma"
"36420","Oklahoma City, OK Metro Area","40","109","Oklahoma County, Oklahoma"
"36460","Olean, NY Micro Area","36","009","Cattaraugus County, New York"
"36500","Olympia-Tumwater, WA Metro Area","53","067","Thurston County, Washington"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","19","085","Harrison County, Iowa"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","19","129","Mills County, Iowa"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","19","155","Pottawattamie County, Iowa"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","31","025","Cass County, Nebraska"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","31","055","Douglas County, Nebraska"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","31","153","Sarpy County, Nebraska"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","31","155","Saunders County, Nebraska"
"36540","Omaha-Council Bluffs, NE-IA Metro Area","31","177","Washington County, Nebraska"
"36580","Oneonta, NY Micro Area","36","077","Otsego County, New York"
"36620","Ontario, OR-ID Micro Area","16","075","Payette County, Idaho"
"36620","Ontario, OR-ID Micro Area","41","045","Malheur County, Oregon"
"36660","Opelousas, LA Micro Area","22","097","St. Landry Parish, Louisiana"
"36700","Orangeburg, SC Micro Area","45","075","Orangeburg County, South Carolina"
"36740","Orlando-Kissimmee-Sanford, FL Metro Area","12","069","Lake County, Florida"
"36740","Orlando-Kissimmee-Sanford, FL Metro Area","12","095","Orange County, Florida"
"36740","Orlando-Kissimmee-Sanford, FL Metro Area","12","097","Osceola County, Florida"
"36740","Orlando-Kissimmee-Sanford, FL Metro Area","12","117","Seminole County, Florida"
"36780","Oshkosh-Neenah, WI Metro Area","55","139","Winnebago County, Wisconsin"
"36820","Oskaloosa, IA Micro Area","19","123","Mahaska County, Iowa"
"36830","Othello, WA Micro Area","53","001","Adams County, Washington"
"36840","Ottawa, KS Micro Area","20","059","Franklin County, Kansas"
"36860","Ottawa-Peru, IL Micro Area","17","011","Bureau County, Illinois"
"36860","Ottawa-Peru, IL Micro Area","17","099","LaSalle County, Illinois"
"36860","Ottawa-Peru, IL Micro Area","17","155","Putnam County, Illinois"
"36900","Ottumwa, IA Micro Area","19","051","Davis County, Iowa"
"36900","Ottumwa, IA Micro Area","19","179","Wapello County, Iowa"
"36940","Owatonna, MN Micro Area","27","147","Steele County, Minnesota"
"36980","Owensboro, KY Metro Area","21","059","Daviess County, Kentucky"
"36980","Owensboro, KY Metro Area","21","091","Hancock County, Kentucky"
"36980","Owensboro, KY Metro Area","21","149","McLean County, Kentucky"
"37020","Owosso, MI Micro Area","26","155","Shiawassee County, Michigan"
"37060","Oxford, MS Micro Area","28","071","Lafayette County, Mississippi"
"37080","Oxford, NC Micro Area","37","077","Granville County, North Carolina"
"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","06","111","Ventura County, California"
"37120","Ozark, AL Micro Area","01","045","Dale County, Alabama"
"37140","Paducah, KY-IL Micro Area","17","127","Massac County, Illinois"
"37140","Paducah, KY-IL Micro Area","21","007","Ballard County, Kentucky"
"37140","Paducah, KY-IL Micro Area","21","139","Livingston County, Kentucky"
"37140","Paducah, KY-IL Micro Area","21","145","McCracken County, Kentucky"
"37220","Pahrump, NV Micro Area","32","023","Nye County, Nevada"
"37260","Palatka, FL Micro Area","12","107","Putnam County, Florida"
"37300","Palestine, TX Micro Area","48","001","Anderson County, Texas"
"37340","Palm Bay-Melbourne-Titusville, FL Metro Area","12","009","Brevard County, Florida"
"37420","Pampa, TX Micro Area","48","179","Gray County, Texas"
"37460","Panama City, FL Metro Area","12","005","Bay County, Florida"
"37460","Panama City, FL Metro Area","12","045","Gulf County, Florida"
"37500","Paragould, AR Micro Area","05","055","Greene County, Arkansas"
"37540","Paris, TN Micro Area","47","079","Henry County, Tennessee"
"37580","Paris, TX Micro Area","48","277","Lamar County, Texas"
"37620","Parkersburg-Vienna, WV Metro Area","54","105","Wirt County, West Virginia"
"37620","Parkersburg-Vienna, WV Metro Area","54","107","Wood County, West Virginia"
"37660","Parsons, KS Micro Area","20","099","Labette County, Kansas"
"37740","Payson, AZ Micro Area","04","007","Gila County, Arizona"
"37780","Pecos, TX Micro Area","48","389","Reeves County, Texas"
"37860","Pensacola-Ferry Pass-Brent, FL Metro Area","12","033","Escambia County, Florida"
"37860","Pensacola-Ferry Pass-Brent, FL Metro Area","12","113","Santa Rosa County, Florida"
"37900","Peoria, IL Metro Area","17","123","Marshall County, Illinois"
"37900","Peoria, IL Metro Area","17","143","Peoria County, Illinois"
"37900","Peoria, IL Metro Area","17","175","Stark County, Illinois"
"37900","Peoria, IL Metro Area","17","179","Tazewell County, Illinois"
"37900","Peoria, IL Metro Area","17","203","Woodford County, Illinois"
"37940","Peru, IN Micro Area","18","103","Miami County, Indiana"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","10","003","New Castle County, Delaware"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","24","015","Cecil County, Maryland"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","34","005","Burlington County, New Jersey"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","34","007","Camden County, New Jersey"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","34","015","Gloucester County, New Jersey"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","34","033","Salem County, New Jersey"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","42","017","Bucks County, Pennsylvania"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","42","029","Chester County, Pennsylvania"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","42","045","Delaware County, Pennsylvania"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","42","091","Montgomery County, Pennsylvania"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","42","101","Philadelphia County, Pennsylvania"
"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area","04","013","Maricopa County, Arizona"
"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area","04","021","Pinal County, Arizona"
"38100","Picayune, MS Micro Area","28","109","Pearl River County, Mississippi"
"38180","Pierre, SD Micro Area","46","065","Hughes County, South Dakota"
"38180","Pierre, SD Micro Area","46","117","Stanley County, South Dakota"
"38180","Pierre, SD Micro Area","46","119","Sully County, South Dakota"
"38220","Pine Bluff, AR Metro Area","05","025","Cleveland County, Arkansas"
"38220","Pine Bluff, AR Metro Area","05","069","Jefferson County, Arkansas"
"38220","Pine Bluff, AR Metro Area","05","079","Lincoln County, Arkansas"
"38240","Pinehurst-Southern Pines, NC Micro Area","37","125","Moore County, North Carolina"
"38260","Pittsburg, KS Micro Area","20","037","Crawford County, Kansas"
"38300","Pittsburgh, PA Metro Area","42","003","Allegheny County, Pennsylvania"
"38300","Pittsburgh, PA Metro Area","42","005","Armstrong County, Pennsylvania"
"38300","Pittsburgh, PA Metro Area","42","007","Beaver County, Pennsylvania"
"38300","Pittsburgh, PA Metro Area","42","019","Butler County, Pennsylvania"
"38300","Pittsburgh, PA Metro Area","42","051","Fayette County, Pennsylvania"
"38300","Pittsburgh, PA Metro Area","42","125","Washington County, Pennsylvania"
"38300","Pittsburgh, PA Metro Area","42","129","Westmoreland County, Pennsylvania"
"38340","Pittsfield, MA Metro Area","25","003","Berkshire County, Massachusetts"
"38380","Plainview, TX Micro Area","48","189","Hale County, Texas"
"38420","Platteville, WI Micro Area","55","043","Grant County, Wisconsin"
"38460","Plattsburgh, NY Micro Area","36","019","Clinton County, New York"
"38500","Plymouth, IN Micro Area","18","099","Marshall County, Indiana"
"38540","Pocatello, ID Metro Area","16","005","Bannock County, Idaho"
"38580","Point Pleasant, WV-OH Micro Area","39","053","Gallia County, Ohio"
"38580","Point Pleasant, WV-OH Micro Area","54","053","Mason County, West Virginia"
"38620","Ponca City, OK Micro Area","40","071","Kay County, Oklahoma"
"38700","Pontiac, IL Micro Area","17","105","Livingston County, Illinois"
"38740","Poplar Bluff, MO Micro Area","29","023","Butler County, Missouri"
"38780","Portales, NM Micro Area","35","041","Roosevelt County, New Mexico"
"38820","Port Angeles, WA Micro Area","53","009","Clallam County, Washington"
"38840","Port Clinton, OH Micro Area","39","123","Ottawa County, Ohio"
"38860","Portland-South Portland, ME Metro Area","23","005","Cumberland County, Maine"
"38860","Portland-South Portland, ME Metro Area","23","023","Sagadahoc County, Maine"
"38860","Portland-South Portland, ME Metro Area","23","031","York County, Maine"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","41","005","Clackamas County, Oregon"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","41","009","Columbia County, Oregon"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","41","051","Multnomah County, Oregon"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","41","067","Washington County, Oregon"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","41","071","Yamhill County, Oregon"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","53","011","Clark County, Washington"
"38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","53","059","Skamania County, Washington"
"38920","Port Lavaca, TX Micro Area","48","057","Calhoun County, Texas"
"38940","Port St. Lucie, FL Metro Area","12","085","Martin County, Florida"
"38940","Port St. Lucie, FL Metro Area","12","111","St. Lucie County, Florida"
"39020","Portsmouth, OH Micro Area","39","145","Scioto County, Ohio"
"39060","Pottsville, PA Micro Area","42","107","Schuylkill County, Pennsylvania"
"39140","Prescott, AZ Metro Area","04","025","Yavapai County, Arizona"
"39220","Price, UT Micro Area","49","007","Carbon County, Utah"
"39260","Prineville, OR Micro Area","41","013","Crook County, Oregon"
"39300","Providence-Warwick, RI-MA Metro Area","25","005","Bristol County, Massachusetts"
"39300","Providence-Warwick, RI-MA Metro Area","44","001","Bristol County, Rhode Island"
"39300","Providence-Warwick, RI-MA Metro Area","44","003","Kent County, Rhode Island"
"39300","Providence-Warwick, RI-MA Metro Area","44","005","Newport County, Rhode Island"
"39300","Providence-Warwick, RI-MA Metro Area","44","007","Providence County, Rhode Island"
"39300","Providence-Warwick, RI-MA Metro Area","44","009","Washington County, Rhode Island"
"39340","Provo-Orem, UT Metro Area","49","023","Juab County, Utah"
"39340","Provo-Orem, UT Metro Area","49","049","Utah County, Utah"
"39380","Pueblo, CO Metro Area","08","101","Pueblo County, Colorado"
"39420","Pullman, WA Micro Area","53","075","Whitman County, Washington"
"39460","Punta Gorda, FL Metro Area","12","015","Charlotte County, Florida"
"39500","Quincy, IL-MO Micro Area","17","001","Adams County, Illinois"
"39500","Quincy, IL-MO Micro Area","29","111","Lewis County, Missouri"
"39540","Racine, WI Metro Area","55","101","Racine County, Wisconsin"
"39580","Raleigh, NC Metro Area","37","069","Franklin County, North Carolina"
"39580","Raleigh, NC Metro Area","37","101","Johnston County, North Carolina"
"39580","Raleigh, NC Metro Area","37","183","Wake County, North Carolina"
"39660","Rapid City, SD Metro Area","46","033","Custer County, South Dakota"
"39660","Rapid City, SD Metro Area","46","093","Meade County, South Dakota"
"39660","Rapid City, SD Metro Area","46","103","Pennington County, South Dakota"
"39700","Raymondville, TX Micro Area","48","489","Willacy County, Texas"
"39740","Reading, PA Metro Area","42","011","Berks County, Pennsylvania"
"39780","Red Bluff, CA Micro Area","06","103","Tehama County, California"
"39820","Redding, CA Metro Area","06","089","Shasta County, California"
"39860","Red Wing, MN Micro Area","27","049","Goodhue County, Minnesota"
"39900","Reno, NV Metro Area","32","029","Storey County, Nevada"
"39900","Reno, NV Metro Area","32","031","Washoe County, Nevada"
"39940","Rexburg, ID Micro Area","16","043","Fremont County, Idaho"
"39940","Rexburg, ID Micro Area","16","065","Madison County, Idaho"
"39980","Richmond, IN Micro Area","18","177","Wayne County, Indiana"
"40060","Richmond, VA Metro Area","51","007","Amelia County, Virginia"
"40060","Richmond, VA Metro Area","51","033","Caroline County, Virginia"
"40060","Richmond, VA Metro Area","51","036","Charles City County, Virginia"
"40060","Richmond, VA Metro Area","51","041","Chesterfield County, Virginia"
"40060","Richmond, VA Metro Area","51","053","Dinwiddie County, Virginia"
"40060","Richmond, VA Metro Area","51","075","Goochland County, Virginia"
"40060","Richmond, VA Metro Area","51","085","Hanover County, Virginia"
"40060","Richmond, VA Metro Area","51","087","Henrico County, Virginia"
"40060","Richmond, VA Metro Area","51","101","King William County, Virginia"
"40060","Richmond, VA Metro Area","51","127","New Kent County, Virginia"
"40060","Richmond, VA Metro Area","51","145","Powhatan County, Virginia"
"40060","Richmond, VA Metro Area","51","149","Prince George County, Virginia"
"40060","Richmond, VA Metro Area","51","183","Sussex County, Virginia"
"40060","Richmond, VA Metro Area","51","570","Colonial Heights city, Virginia"
"40060","Richmond, VA Metro Area","51","670","Hopewell city, Virginia"
"40060","Richmond, VA Metro Area","51","730","Petersburg city, Virginia"
"40060","Richmond, VA Metro Area","51","760","Richmond city, Virginia"
"40080","Richmond-Berea, KY Micro Area","21","151","Madison County, Kentucky"
"40080","Richmond-Berea, KY Micro Area","21","203","Rockcastle County, Kentucky"
"40100","Rio Grande City, TX Micro Area","48","427","Starr County, Texas"
"40140","Riverside-San Bernardino-Ontario, CA Metro Area","06","065","Riverside County, California"
"40140","Riverside-San Bernardino-Ontario, CA Metro Area","06","071","San Bernardino County, California"
"40180","Riverton, WY Micro Area","56","013","Fremont County, Wyoming"
"40220","Roanoke, VA Metro Area","51","023","Botetourt County, Virginia"
"40220","Roanoke, VA Metro Area","51","045","Craig County, Virginia"
"40220","Roanoke, VA Metro Area","51","067","Franklin County, Virginia"
"40220","Roanoke, VA Metro Area","51","161","Roanoke County, Virginia"
"40220","Roanoke, VA Metro Area","51","770","Roanoke city, Virginia"
"40220","Roanoke, VA Metro Area","51","775","Salem city, Virginia"
"40260","Roanoke Rapids, NC Micro Area","37","083","Halifax County, North Carolina"
"40260","Roanoke Rapids, NC Micro Area","37","131","Northampton County, North Carolina"
"40300","Rochelle, IL Micro Area","17","141","Ogle County, Illinois"
"40340","Rochester, MN Metro Area","27","039","Dodge County, Minnesota"
"40340","Rochester, MN Metro Area","27","045","Fillmore County, Minnesota"
"40340","Rochester, MN Metro Area","27","109","Olmsted County, Minnesota"
"40340","Rochester, MN Metro Area","27","157","Wabasha County, Minnesota"
"40380","Rochester, NY Metro Area","36","051","Livingston County, New York"
"40380","Rochester, NY Metro Area","36","055","Monroe County, New York"
"40380","Rochester, NY Metro Area","36","069","Ontario County, New York"
"40380","Rochester, NY Metro Area","36","073","Orleans County, New York"
"40380","Rochester, NY Metro Area","36","117","Wayne County, New York"
"40380","Rochester, NY Metro Area","36","123","Yates County, New York"
"40420","Rockford, IL Metro Area","17","007","Boone County, Illinois"
"40420","Rockford, IL Metro Area","17","201","Winnebago County, Illinois"
"40460","Rockingham, NC Micro Area","37","153","Richmond County, North Carolina"
"40540","Rock Springs, WY Micro Area","56","037","Sweetwater County, Wyoming"
"40580","Rocky Mount, NC Metro Area","37","065","Edgecombe County, North Carolina"
"40580","Rocky Mount, NC Metro Area","37","127","Nash County, North Carolina"
"40620","Rolla, MO Micro Area","29","161","Phelps County, Missouri"
"40660","Rome, GA Metro Area","13","115","Floyd County, Georgia"
"40700","Roseburg, OR Micro Area","41","019","Douglas County, Oregon"
"40740","Roswell, NM Micro Area","35","005","Chaves County, New Mexico"
"40780","Russellville, AR Micro Area","05","115","Pope County, Arkansas"
"40780","Russellville, AR Micro Area","05","149","Yell County, Arkansas"
"40820","Ruston, LA Micro Area","22","061","Lincoln Parish, Louisiana"
"40860","Rutland, VT Micro Area","50","021","Rutland County, Vermont"
"40900","Sacramento--Roseville--Arden-Arcade, CA Metro Area","06","017","El Dorado County, California"
"40900","Sacramento--Roseville--Arden-Arcade, CA Metro Area","06","061","Placer County, California"
"40900","Sacramento--Roseville--Arden-Arcade, CA Metro Area","06","067","Sacramento County, California"
"40900","Sacramento--Roseville--Arden-Arcade, CA Metro Area","06","113","Yolo County, California"
"40940","Safford, AZ Micro Area","04","009","Graham County, Arizona"
"40980","Saginaw, MI Metro Area","26","145","Saginaw County, Michigan"
"41060","St. Cloud, MN Metro Area","27","009","Benton County, Minnesota"
"41060","St. Cloud, MN Metro Area","27","145","Stearns County, Minnesota"
"41100","St. George, UT Metro Area","49","053","Washington County, Utah"
"41140","St. Joseph, MO-KS Metro Area","20","043","Doniphan County, Kansas"
"41140","St. Joseph, MO-KS Metro Area","29","003","Andrew County, Missouri"
"41140","St. Joseph, MO-KS Metro Area","29","021","Buchanan County, Missouri"
"41140","St. Joseph, MO-KS Metro Area","29","063","DeKalb County, Missouri"
"41180","St. Louis, MO-IL Metro Area","17","005","Bond County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","013","Calhoun County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","027","Clinton County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","083","Jersey County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","117","Macoupin County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","119","Madison County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","133","Monroe County, Illinois"
"41180","St. Louis, MO-IL Metro Area","17","163","St. Clair County, Illinois"
"41180","St. Louis, MO-IL Metro Area","29","071","Franklin County, Missouri"
"41180","St. Louis, MO-IL Metro Area","29","099","Jefferson County, Missouri"
"41180","St. Louis, MO-IL Metro Area","29","113","Lincoln County, Missouri"
"41180","St. Louis, MO-IL Metro Area","29","183","St. Charles County, Missouri"
"41180","St. Louis, MO-IL Metro Area","29","189","St. Louis County, Missouri"
"41180","St. Louis, MO-IL Metro Area","29","219","Warren County, Missouri"
"41180","St. Louis, MO-IL Metro Area","29","510","St. Louis city, Missouri"
"41220","St. Marys, GA Micro Area","13","039","Camden County, Georgia"
"41400","Salem, OH Micro Area","39","029","Columbiana County, Ohio"
"41420","Salem, OR Metro Area","41","047","Marion County, Oregon"
"41420","Salem, OR Metro Area","41","053","Polk County, Oregon"
"41460","Salina, KS Micro Area","20","143","Ottawa County, Kansas"
"41460","Salina, KS Micro Area","20","169","Saline County, Kansas"
"41500","Salinas, CA Metro Area","06","053","Monterey County, California"
"41540","Salisbury, MD-DE Metro Area","10","005","Sussex County, Delaware"
"41540","Salisbury, MD-DE Metro Area","24","039","Somerset County, Maryland"
"41540","Salisbury, MD-DE Metro Area","24","045","Wicomico County, Maryland"
